12	((	NP	<fs name='NP9' drel='jk1:VGF2'>
12.1	कर्नाटक	NNP	<fs af='कर्नाटक,n,m,sg,3,o,0,0' name='कर्नाटक' posn='170'>
12.2	से	PSP	<fs af='से,psp,,,,,,' name='से2' posn='180'>
	))
13	((	NP	<fs name='NP10' drel='k7p:VGF2'>
13.1	कावेरी	NNP	<fs af='कावेरी,n,f,sg,3,d,0,0' name='कावेरी' posn='190'>
13.2	नदी	NN	<fs af='नदी,n,f,sg,3,o,0,0' name='नदी' posn='200'>
13.3	में	PSP	<fs af='में,psp,,,,,,' name='में2' posn='210'>
	))
14	((	NP	<fs name='NP11' drel='k2:VGF2'>
14.1	पानी	NN	<fs af='पानी,n,m,sg,3,d,0,0' name='पानी' posn='220'>
	))
15	((	VGF	<fs voicetype='active' name='VGF2' stype='declarative' drel='ccof:CCP'>
15.1	छुड़वाए	VM	<fs af='छुडवा,v,any,sg,3,,एं,eM' name='छुड़वाए' posn='230'>
	))
16	((	BLK	<fs name='BLK' drel='rsym:VGF'>
16.1	।	SYM	<fs af='।,punc,,,,,,' name='।' posn='240'>
	))
</Sentence>

<Sentence id='3'>
1	((	NP	<fs name='NP' drel='ccof:NULL__CCP'>
1.1	द्रमुक	NNP	<fs af='द्रमुक,n,m,sg,3,d,0,0' name='द्रमुक' posn='10'>
1.2	,	SYM	<fs af='COMMA,punc,,,,,,' name=',' posn='20'>
	))
2	((	NULL__CCP	<fs mtype='gap' troot='और' dmrel='ras-k1:VGF' name='NULL__CCP'>
2.1	NULL	CC	<fs name='NULL' cat='avy'>
	))
3	((	NP	<fs name='NP2' drel='ccof:NULL__CCP'>
3.1	कांग्रेस	NNP	<fs af='कांग्रेस,n,f,sg,3,o,0,0' name='कांग्रेस' posn='30'>
3.2	समेत	PSP	<fs af='समेत,psp,,,,,,' name='समेत' posn='40'>
	))
4	((	NP	<fs name='NP3' drel='r6:NP4'>
4.1	राज्य	NN	<fs af='राज्य,n,m,sg,3,o,0,0' name='राज्य' posn='50'>
4.2	के	PSP	<fs af='का,psp,m,pl,,d,,' name='के' posn='60'>
	))
5	((	NP	<fs name='NP4' drel='ccof:CCP'>
5.1	विपक्षी	JJ	<fs af='विपक्षी,adj,any,any,,d,,' name='विपक्षी' posn='70'>
5.2	गठबंधन	NN	<fs af='गठबंधन,n,m,sg,3,o,0,0' name='गठबंधन' posn='80'>
	))
6	((	CCP	<fs name='CCP' drel='k1:VGF'>
6.1	व	CC	<fs af='व,avy,,,,,,' name='व' posn='90'>
	))
7	((	NP	<fs name='NP5' drel='ccof:CCP'>
7.1	वामपंथी	NNC	<fs af='वामपंथी,n,any,any,,o,,' name='वामपंथी' posn='70'>
7.2	पार्टियों	NN	<fs af='पार्टी,n,f,pl,3,o,0,0' name='पार्टियों' posn='110'>
7.3	ने	PSP	<fs af='ने,psp,,,,,,' name='ने' posn='120'>
	))
8	((	NP	<fs name='NP6' drel='k7:VGF'>
8.1	इस	DEM	<fs af='यह,pn,any,sg,3,o,,' name='इस' posn='130'>
8.2	मसले	NN	<fs af='मसला,n,m,sg,3,o,0,0' name='मसले' posn='140'>
8.3	पर	PSP	<fs af='पर,psp,,,,,,' name='पर' posn='150'>
	))
9	((	NP	<fs name='NP7' drel='k7t:VGNN'>
9.1	१०	NNPC	<fs af='१०,n,any,sg,3,d,0,0' name='१०' posn='170'>
9.2	जून	NNP	<fs af='जून,n,m,sg,3,o,0,0' name='जून' posn='170'>
9.3	को	PSP	<fs af='को,psp,,,,,,' name='को' posn='180'>
	))
10	((	NP	<fs name='NP8' drel='r6:NP9'>
10.1	कर्नाटक	NNP	<fs af='कर्नाटक,n,m,sg,3,o,0,0' name='कर्नाटक' posn='190'>
10.2	के	PSP	<fs af='का,psp,m,sg,,o,,' name='के2' posn='200'>
	))
11	((	NP	<fs name='NP9' drel='nmod:NP10'>
11.1	मुख्यमंत्री	NNP	<fs af='मुख्यमंत्री,n,m,sg,3,o,0,0' name='मुख्यमंत्री' posn='210'>
	))
12	((	NP	<fs name='NP10' drel='k2:VGNN'>
12.1	धरम	NNPC	<fs af='धरम,n,m,sg,3,d,0,0' name='धरम' posn='220'>
12.2	सिंह	NNP	<fs af='सिंह,n,m,sg,3,o,0,0' name='सिंह' posn='230'>
12.3	से	PSP	<fs af='से,psp,,,,,,' name='से' posn='240'>
	))
13	((	VGNN	<fs name='VGNN' drel='rt:VGF'>
13.1	मिलने	VM	<fs af='मिल,v,any,any,any,o,ना,nA' name='मिलने' posn='250'>
13.2	के	PSP	<fs af='के,psp,,,,,,' name='के3' posn='260'>
13.3	लिए	PSP	<fs af='लिए,psp,,,,,,' name='लिए' posn='270'>
	))
14	((	NP	<fs name='NP11' drel='k2:VGNN2'>
14.1	एक	QC	<fs af='एक,num,any,any,,any,,' name='एक' posn='280'>
14.2	प्रतिनिधिमंडल	NN	<fs af='प्रतिनिधिमंडल,n,m,sg,3,d,0,0' name='प्रतिनिधिमंडल' posn='290'>
	))
15	((	VGNN	<fs name='VGNN2' drel='r6-k2:NP12'>
15.1	भेजने	VM	<fs af='भेज,v,any,any,any,o,ना,nA' name='भेजने' posn='300'>
15.2	का	PSP	<fs af='का,psp,m,sg,,d,,' name='का' posn='310'>
	))
16	((	NP	<fs name='NP12' drel='pof:VGF'>
16.1	फैसला	NN	<fs af='फैसला,n,m,sg,3,d,0,0' name='फैसला' posn='320'>
	))
17	((	VGF	<fs name='VGF' stype='declarative' voicetype='active'>
17.1	किया	VM	<fs af='कर,v,m,sg,any,,या,yA' name='किया' posn='330'>
17.2	है	VAUX	<fs af='है,v,any,sg,3,,है,hE' name='है' posn='340'>
	))
18	((	BLK	<fs name='BLK' drel='rsym:VGF'>
18.1	।	SYM	<fs af='।,punc,,,,,,' name='।' posn='350'>
	))
</Sentence>

<Sentence id='4'>
1	((	CCP	<fs name='CCP'>
1.1	जबकि	CC	<fs af='जबकि,avy,,,,,,' name='जबकि' posn='10'>
	))
2	((	NP	<fs name='NP' drel='r6:NP2'>
2.1	राज्य	NN	<fs af='राज्य,n,m,sg,3,o,0,0' name='राज्य' posn='20'>
2.2	की	PSP	<fs af='का,psp,f,sg,,o,,' name='की' posn='30'>
	))
3	((	NP	<fs name='NP2' drel='nmod:NP3'>
3.1	मुख्यमंत्री	NNP	<fs af='मुख्यमंत्री,n,f,sg,3,o,0,0' name='मुख्यमंत्री' posn='40'>
	))
4	((	NP	<fs name='NP3' drel='k1:VGF'>
4.1	जयललिता	NNP	<fs af='जयललिता,n,f,sg,3,o,0,0' name='जयललिता' posn='50'>
4.2	ने	PSP	<fs af='ने,psp,,,,,,' name='ने' posn='60'>
	))
5	((	NP	<fs name='NP4' drel='k4:VGF'>
5.1	प्रधानमंत्री	NNP	<fs af='प्रधानमंत्री,n,m,sg,3,d,0,0' name='प्रधानमंत्री' posn='70'>
5.2	मनमोहन	NNPC	<fs af='मनमोहन,n,m,sg,3,d,0,0' name='मनमोहन' posn='80'>
5.3	सिंह	NNP	<fs af='सिंह,n,m,sg,3,o,0,0' name='सिंह' posn='90'>
5.4	से	PSP	<fs af='से,psp,,,,,,' name='से' posn='100'>
	))
6	((	NP	<fs name='NP5' drel='pof:VGF'>
6.1	अपील	NN	<fs af='अपील,n,f,sg,3,d,0,0' name='अपील' posn='110'>
	))
7	((	VGF	<fs voicetype='active' name='VGF' stype='declarative' drel='ccof:CCP'>
7.1	की	VM	<fs af='कर,v,f,sg,any,,या,yA' name='की2' posn='120'>
7.2	है	VAUX	<fs af='है,v,any,sg,3,,है,hE' name='है' posn='130'>
	))
8	((	CCP	<fs name='CCP2' drel='k2:VGF'>
8.1	कि	CC	<fs af='कि,avy,,,,,,' name='कि' posn='140'>
	))
9	((	NP	<fs name='NP6' drel='r6:NP7'>
9.1	कावेरी	NNPC	<fs af='कावेरी,n,f,sg,3,d,0,0' name='कावेरी' posn='150'>
9.2	नदी	NNPC	<fs af='नदी,n,f,sg,3,d,0,0' name='नदी' posn='160'>
9.3	प्राधिकरण	NNP	<fs af='प्राधिकरण,n,m,sg,3,o,0,0' name='प्राधिकरण' posn='170'>
9.4	की	PSP	<fs af='का,psp,f,sg,,d,,' name='की3' posn='180'>
	))
10	((	NP	<fs name='NP7' drel='k2:VGF2'>
10.1	बैठक	NN	<fs af='बैठक,n,f,sg,3,d,0,0' name='बैठक' posn='190'>
	))
11	((	VGF	<fs voicetype='passive' name='VGF2' stype='declarative' drel='ccof:CCP3'>
11.1	बुलाई	VM	<fs af='बुला,v,f,sg,any,,या,yA' name='बुलाई' posn='200'>
11.2	जाए	VAUX	<fs af='जा,v,any,sg,3,,एं,eM' name='जाए' posn='210'>
	))
12	((	CCP	<fs name='CCP3' drel='ccof:CCP2'>
12.1	ताकि	CC	<fs af='ताकि,avy,,,,,,' name='ताकि' posn='220'>
	))
13	((	NP	<fs name='NP8' drel='r6:NP9'>
13.1	कावेरी	NNPC	<fs af='कावेरी,n,f,sg,3,d,0,0' name='कावेरी2' posn='230'>
13.2	जल	NNPC	<fs af='जल,n,m,sg,3,d,0,0' name='जल' posn='240'>
13.3	विवाद	NNPC	<fs af='विवाद,n,m,sg,3,d,0,0' name='विवाद' posn='250'>
13.4	ट्रिब्यूनल	NNP	<fs af='ट्रिब्यूनल,n,m,sg,3,o,0,0' name='ट्रिब्यूनल' posn='260'>
13.5	के	PSP	<fs af='का,psp,m,sg,,o,,' name='के' posn='270'>
	))
14	((	NP	<fs name='NP9' drel='r6:NP10'>
14.1	अंतरिम	JJ	<fs af='अंतरिम,adj,any,any,,o,,' name='अंतरिम' posn='280'>
14.2	आदेश	NN	<fs af='आदेश,n,m,sg,3,o,0,0' name='आदेश' posn='290'>
14.3	के	PSP	<fs af='का,psp,m,sg,,o,,' name='के2' posn='300'>
	))
15	((	NP	<fs name='NP10' drel='r6:NP11'>
15.1	पालन	NN	<fs af='पालन,n,m,sg,3,o,0,0' name='पालन' posn='310'>
15.2	के	PSP	<fs af='का,psp,m,sg,,o,,' name='के3' posn='320'>
	))
16	((	NP	<fs name='NP11' drel='k7:VGF3'>
16.1	संदर्भ	NN	<fs af='संदर्भ,n,m,sg,3,o,0,0' name='संदर्भ' posn='330'>
16.2	में	PSP	<fs af='में,psp,,,,,,' name='में' posn='340'>
	))
17	((	NP	<fs name='NP12' drel='pof:VGF3'>
17.1	विचार	NNC	<fs af='विचार,n,m,sg,3,d,0,0' name='विचार' posn='350'>
17.2	-	SYM	<fs af='-,punc,,,,,,' name='-' posn='360'>
17.3	विमर्श	NN	<fs af='विमर्श,n,m,sg,3,d,0,0' name='विमर्श' posn='370'>
	))
18	((	VGF	<fs voicetype='active' name='VGF3' stype='declarative' drel='ccof:CCP3'>
18.1	हो	VM	<fs af='हो,v,any,any,any,,0,0' name='हो' posn='380'>
18.2	सके	VAUX	<fs af='सक,v,any,sg,3,,एं,eM' name='सके' posn='390'>
	))
19	((	BLK	<fs name='BLK' drel='rsym:CCP'>
19.1	।	SYM	<fs af='।,punc,,,,,,' name='।' posn='400'>
	))
</Sentence>

<Sentence id='5'>
1	((	NP	<fs name='NP' drel='k1:VGF'>
1.1	जयललिता	NNP	<fs af='जयललिता,n,f,sg,3,o,0,0' name='जयललिता' posn='10'>
1.2	ने	PSP	<fs af='ने,psp,,,,,,' name='ने' posn='20'>
	))
2	((	NP	<fs name='NP2' drel='k7:VGF'>
2.1	इस	DEM	<fs af='यह,pn,any,sg,3,o,,' name='इस' posn='30'>
2.2	मसले	NN	<fs af='मसला,n,m,sg,3,o,0,0' name='मसले' posn='40'>
2.3	पर	PSP	<fs af='पर,psp,,,,,,' name='पर' posn='50'>
	))
3	((	NP	<fs name='NP3' drel='k4:VGF'>
3.1	प्रधानमंत्री	NNP	<fs af='प्रधानमंत्री,n,m,sg,3,o,0,0' name='प्रधानमंत्री' posn='60'>
3.2	को	PSP	<fs af='को,psp,,,,,,' name='को' posn='70'>
	))
4	((	NP	<fs name='NP4' drel='k2:VGF'>
4.1	एक	QC	<fs af='एक,num,any,any,,any,,' name='एक' posn='80'>
4.2	पत्र	NN	<fs af='पत्र,n,m,sg,3,d,0,0' name='पत्र' posn='90'>
	))
5	((	VGF	<fs name='VGF' stype='declarative' voicetype='active'>
5.1	लिखा	VM	<fs af='लिख,v,m,sg,any,,या,yA' name='लिखा' posn='100'>
5.2	है	VAUX	<fs af='है,v,any,sg,3,,है,hE' name='है' posn='110'>
	))
6	((	BLK	<fs name='BLK' drel='rsym:VGF'>
6.1	।	SYM	<fs af='।,punc,,,,,,' name='।' posn='120'>
	))
</Sentence>

<Sentence id='6'>
1	((	NP	<fs name='NP' drel='sent-adv:VGF'>
1.1	उधर	NST	<fs af='उधर,nst,m,sg,3,d,,' name='उधर' posn='10'>
1.2	;	SYM	<fs af=',punc,,,,,,' name=';' posn='20'>
	))
2	((	NP	<fs name='NP2' drel='ccof:CCP'>
2.1	द्रमुक	NNP	<fs af='द्रमुक,n,m,sg,3,o,0,0' name='द्रमुक' posn='30'>
2.2	,	SYM	<fs af='COMMA,punc,,,,,,' name=',' posn='40'>
	))
3	((	NP	<fs name='NP3' drel='ccof:CCP'>
3.1	कांग्रेस	NNP	<fs af='कांग्रेस,n,f,sg,3,o,0,0' name='कांग्रेस' posn='50'>
3.2	,	SYM	<fs af='COMMA,punc,,,,,,' name=',2' posn='60'>
	))
4	((	NP	<fs name='NP4' drel='ccof:CCP'>
4.1	पीएमके	NNP	<fs af='पीएमके,n,m,sg,3,o,0,0' name='पीएमके' posn='70'>
4.2	,	SYM	<fs af='COMMA,punc,,,,,,' name=',3' posn='80'>
	))
5	((	NP	<fs name='NP5' drel='ccof:CCP'>
5.1	एमडीएमके	NNP	<fs af='एमडीएमके,n,m,sg,3,o,0,0' name='एमडीएमके' posn='90'>
	))
6	((	CCP	<fs name='CCP' drel='k1:VGF'>
6.1	और	CC	<fs af='और,avy,,,,,,' name='और' posn='100'>
	))
7	((	NP	<fs name='NP6' drel='ccof:CCP'>
7.1	वामदलों	NN	<fs af='वामदल,n,m,pl,3,o,0,0' name='वामदलों' posn='110'>
7.2	ने	PSP	<fs af='ने,psp,,,,,,' name='ने' posn='120'>
	))
8	((	JJP	<fs name='JJP' drel='pof:VGF'>
8.1	तय	JJ	<fs af='तय,adj,any,any,,,,' name='तय' posn='130'>
	))
9	((	VGF	<fs name='VGF' stype='declarative' voicetype='active'>
9.1	किया	VM	<fs af='कर,v,m,sg,any,,या,yA' name='किया' posn='140'>
	))
10	((	CCP	<fs name='CCP2' drel='k2:VGF'>
10.1	कि	CC	<fs af='कि,avy,,,,,,' name='कि' posn='150'>
	))
11	((	NP	<fs name='NP7' drel='k5:VGF2'>
11.1	तमिलनाडु	NNP	<fs af='तमिलनाडु,n,m,sg,3,o,0,0' name='तमिलनाडु' posn='160'>
11.2	से	PSP	<fs af='से,psp,,,,,,' name='से' posn='170'>
	))
12	((	NP	<fs name='NP8' drel='k1:VGF2'>
12.1	सभी	QF	<fs af='सभी,avy,,,,,,' name='सभी' posn='180'>
12.2	सांसद	NN	<fs af='सांसद,n,m,pl,3,d,0,0' name='सांसद' posn='190'>
	))
13	((	NP	<fs name='NP9' drel='ras-k1:VGF2'>
13.1	प्रधानमंत्री	NNP	<fs af='प्रधानमंत्री,n,m,sg,3,d,0,0' name='प्रधानमंत्री' posn='200'>
13.2	मनमोहन	NNPC	<fs af='मनमोहन,n,m,sg,3,d,0,0' name='मनमोहन' posn='210'>
13.3	सिंह	NNP	<fs af='सिंह,n,m,sg,3,o,0,0' name='सिंह' posn='220'>
13.4	से	PSP	<fs af='से,psp,,,,,,' name='से2' posn='230'>
	))
14	((	NP	<fs name='NP10' drel='ccof:CCP3'>
14.1	७	NNP	<fs af='७,n,any,sg,3,o,0,0' name='७' posn='240'>
	))
15	((	CCP	<fs name='CCP3' drel='nmod:NP12'>
15.1	या	CC	<fs af='या,avy,,,,,,' name='या' posn='250'>
	))
16	((	NP	<fs name='NP11' drel='ccof:CCP3'>
16.1	८	NNP	<fs af='८,n,any,sg,3,d,0,0' name='८' posn='260'>
	))
17	((	NP	<fs name='NP12' drel='k7t:VGF2'>
17.1	जून	NNP	<fs af='जून,n,m,sg,3,o,0,0' name='जून' posn='270'>
17.2	को	PSP	<fs af='को,psp,,,,,,' name='को' posn='280'>
	))
18	((	NP	<fs name='NP13' drel='pof:VGF2'>
18.1	मुलाकात	NN	<fs af='मुलाकात,n,f,sg,3,d,0,0' name='मुलाकात' posn='290'>
	))
19	((	VGF	<fs voicetype='active' name='VGF2' stype='declarative' drel='ccof:CCP2'>
19.1	करेंगे	VM	<fs af='कर,v,m,pl,3,,गा,gA' name='करेंगे' posn='300'>
	))
20	((	BLK	<fs name='BLK' drel='rsym:VGF'>
20.1	।	SYM	<fs af='।,punc,,,,,,' name='।' posn='310'>
	))
</Sentence>

<Sentence id='7'>
1	((	NP	<fs name='NP' drel='k1:VGF'>
1.1	सांसद	NN	<fs af='सांसद,n,m,pl,3,d,0,0' name='सांसद' posn='10'>
	))
2	((	NP	<fs name='NP2' drel='k2:VGF'>
2.1	उनसे	PRP	<fs af='वह,pn,m,sg,3h,o,से,se' name='उनसे' posn='20'>
	))
3	((	NP	<fs name='NP3' drel='pof:VGF'>
3.1	अपील	NN	<fs af='अपील,n,f,sg,3,d,0,0' name='अपील' posn='30'>
	))
4	((	VGF	<fs name='VGF' stype='declarative' voicetype='active'>
4.1	करेंगे	VM	<fs af='कर,v,m,pl,3,,गा,gA' name='करेंगे' posn='40'>
	))
5	((	CCP	<fs name='CCP' drel='rs:NP3'>
5.1	कि	CC	<fs af='कि,avy,,,,,,' name='कि' posn='50'>
	))
6	((	NP	<fs name='NP4' drel='k5:VGF2'>
6.1	कर्नाटक	NNP	<fs af='कर्नाटक,n,m,sg,3,o,0,0' name='कर्नाटक' posn='60'>
6.2	से	PSP	<fs af='से,psp,,,,,,' name='से' posn='70'>
	))
7	((	NP	<fs name='NP5' drel='k2:VGF2'>
7.1	पानी	NN	<fs af='पानी,n,m,sg,3,d,0,0' name='पानी' posn='80'>
	))
8	((	RBP	<fs name='RBP' drel='adv:VGF2'>
8.1	जल्द	RB	<fs af='जल्द,adv,,,,,,' name='जल्द' posn='90'>
	))
9	((	JJP	<fs name='JJP' drel='pof:VGF2'>
9.1	जारी	JJ	<fs af=''जारी,,,,,,,' name='जारी' posn='100'>
	))
10	((	VGF	<fs voicetype='passive' name='VGF2' stype='declarative' drel='ccof:CCP'>
10.1	कराया	VM	<fs af='कर,v,m,sg,any,,या,yA' name='कराया' posn='110'>
10.2	जाए	VAUX	<fs af='जा,v,any,sg,3,,एं,eM' name='जाए' posn='120'>
	))
11	((	CCP	<fs name='CCP2' drel='vmod:VGF'>
11.1	ताकि	CC	<fs af='ताकि,avy,,,,,,' name='ताकि' posn='130'>
	))
12	((	NP	<fs name='NP6' drel='r6:NP7'>
12.1	कुरवई	NNP	<fs af='कुरवई,n,m,sg,3,d,0,0' name='कुरवई' posn='140'>
12.2	धान	NN	<fs af='धान,n,m,sg,3,o,0,0' name='धान' posn='150'>
12.3	की	PSP	<fs af='का,psp,f,sg,,d,,' name='की' posn='160'>
	))
13	((	NP	<fs name='NP7' drel='k1:VGF3'>
13.1	फसल	NN	<fs af='फसल,n,f,sg,3,d,0,0' name='फसल' posn='170'>
	))
14	((	JJP	<fs name='JJP2' drel='pof:VGF3'>
14.1	बर्बाद	JJ	<fs af='बर्बाद,adj,any,any,,,,' name='बर्बाद' posn='180'>
	))
15	((	VGF	<fs voicetype='active' name='VGF3' stype='declarative' drel='ccof:CCP2'>
15.1	न	NEG	<fs af='न,avy,,,,,,' name='न' posn='190'>
15.2	होने	VM	<fs af='हो,v,any,any,any,,ना,nA' name='होने' posn='200'>
15.3	पाए	VAUX	<fs af='पा,v,m,sg,3,,एं,eM' name='पाए' posn='210'>
	))
16	((	BLK	<fs name='BLK' drel='rsym:VGF'>
16.1	।	SYM	<fs af='।,punc,,,,,,' name='।' posn='220'>
	))
</Sentence>

<Sentence id='8'>
1	((	NP	<fs name='NP' drel='k1:VGF'>
1.1	द्रमुक	NNP	<fs af='द्रमुक,n,m,sg,3,d,0,0' name='द्रमुक' posn='10'>
1.2	अध्यक्ष	NN	<fs af='अध्यक्ष,n,m,sg,3,d,0,0' name='अध्यक्ष' posn='20'>
1.3	एम.	NNPC	<fs af='एम.,n,m,sg,3,d,0,0' name='एम.' posn='30'>
1.4	करुणानिधि	NNP	<fs af='करुणानिधि,n,m,sg,3,o,0,0' name='करुणानिधि' posn='40'>
1.5	ने	PSP	<fs af='ने,psp,,,,,,' name='ने' posn='50'>
	))
2	((	NP	<fs name='NP2' drel='r6:NP3'>
2.1	अपने	PRP	<fs af='अपना,pn,m,any,any,o,0,0' name='अपने' posn='60'>
	))
3	((	NP	<fs name='NP3' drel='r6:NP4'>
